"X","Taxon","longitude","latitude","uncertainty","year"
945,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.251594549045,43.8355338938101,564.189583547756,1961
946,"Hieracium sabaudum L.",10.55569,43.73604,564.189583547756,2017
947,"Solanum chenopodioides Lam.",10.55983,43.73478,564.189583547756,2017
948,"Smilax aspera L.",10.42603,43.785078,1784.12411615277,1982
949,"Artemisia verlotiorum Lamotte",10.273872,43.824696,1784.12411615277,1923
950,"Allium savii Parl.",10.3450698894449,43.6091343688654,1784.12411615277,1987
951,"Arbutus unedo L.",10.268306,43.811239,564.189583547756,2006
952,"Smilax aspera L.",10.270621,43.794814,564.189583547756,2006
953,"Arbutus unedo L.",10.270621,43.794814,564.189583547756,2006
954,"Oxalis pes-caprae L.",10.391034,43.720732,564.189583547756,2017
955,"Calluna vulgaris (L.) Hull",10.343478,43.742106,1784.12411615277,1956
956,"Smilax aspera L.",10.268306,43.811239,564.189583547756,2006
957,"Smilax aspera L.",10.267662,43.816026,564.189583547756,2006
958,"Smilax aspera L.",10.285085,43.80879,1784.12411615277,2006
959,"Arbutus unedo L.",10.285085,43.80879,1784.12411615277,2006
960,"Smilax aspera L.",10.284763098025,43.8092514911281,564.189583547756,2006
961,"Prospero autumnale (L.) Speta",10.327837,43.9694862,564.189583547756,2017
962,"Prospero autumnale (L.) Speta",10.2624636,43.8181419,564.189583547756,2017
963,"Spiranthes spiralis (L.) Chevall.",10.3309431,43.9702301,564.189583547756,2017
964,"Prospero autumnale (L.) Speta",11.868945,42.9473,1784.12411615277,1998
965,"Prospero autumnale (L.) Speta",11.508386,42.74064,1784.12411615277,2005
966,"Salicornia perennans Willd. subsp. perennans",10.390921,43.637023,1784.12411615277,1860
967,"Salicornia perennans Willd. subsp. perennans",11.449321,42.385705,1784.12411615277,1908
968,"Oxalis pes-caprae L.",10.232104,43.897083,564.189583547756,2017
969,"Artemisia verlotiorum Lamotte",10.284227,43.883636,564.189583547756,2017
970,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.263949,43.860607,1784.12411615277,1860
971,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.180278,44.019122,1784.12411615277,1860
972,"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.957323,44.315131,1784.12411615277,1908
973,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.169883,43.958643,1784.12411615277,1908
974,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.408895,43.709389,1784.12411615277,1908
975,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.3716087341309,43.7063525930413,1784.12411615277,1908
976,"Colchicum longifolium Castagne",11.338304,42.537921,1784.12411615277,1908
977,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.162019,44.015378,1784.12411615277,1942
978,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.147989,44.034823,1784.12411615277,1942
979,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.147989,44.034823,1784.12411615277,1942
980,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.055378,44.05537,1784.12411615277,1942
981,"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.974423,44.212341,1784.12411615277,1942
982,"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.94837,44.292763,1784.12411615277,1942
983,"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.938858,44.331645,1784.12411615277,1942
984,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.30397,43.774314,564.189583547756,2006
985,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.317753,43.754568,564.189583547756,2006
986,"Artemisia verlotiorum Lamotte",10.263949,43.860607,1784.12411615277,1934
987,"Artemisia verlotiorum Lamotte",10.277862,43.674052,564.189583547756,1936
988,"Artemisia verlotiorum Lamotte",10.2798500061908,43.6807344526232,564.189583547756,1936
989,"Prospero autumnale (L.) Speta",10.4680851101875,43.8232960367607,564.189583547756,2015
990,"Euphorbia dendroides L.",10.174198,43.992685,1784.12411615277,1860
991,"Euphorbia dendroides L.",11.29282,42.40761,1784.12411615277,1860
992,"Euphorbia dendroides L.",11.100882,42.252801,1784.12411615277,1860
993,"Arbutus unedo L.",10.1272541284561,44.0519558921506,1784.12411615277,2017
994,"Euphorbia dendroides L.",9.818082,43.037775,1784.12411615277,1860
995,"Euphorbia dendroides L.",10.310407,42.337112,1784.12411615277,1860
996,"Euphorbia dendroides L.",11.184568,42.366709,1784.12411615277,1908
997,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1908
998,"Spiranthes spiralis (L.) Chevall.",10.4605944,43.7854278,564.189583547756,2016
999,"Hibiscus trionum L.",10.427306,43.701783,1784.12411615277,1908
1000,"Salicornia perennans Willd. subsp. perennans",10.350938,43.743906,1784.12411615277,1860
1001,"Arbutus unedo L.",10.1032376289368,44.0581088845245,1784.12411615277,2017
1002,"Arbutus unedo L.",10.1037526130676,44.0559191710419,1784.12411615277,2017
1003,"Smilax aspera L.",10.2771949768066,43.8119984493618,564.189583547756,2006
1004,"Smilax aspera L.",10.2735471712367,43.8168850574696,564.189583547756,2007
1005,"Smilax aspera L.",10.272902,43.781935,564.189583547756,2006
1006,"Euphorbia dendroides L.",10.167233,44.008548,1784.12411615277,1942
1007,"Smilax aspera L.",10.285085,43.80879,564.189583547756,2006
1008,"Smilax aspera L.",10.37839,42.82046,564.189583547756,2005
1009,"Smilax aspera L.",10.31072,42.78488,564.189583547756,2005
1010,"Smilax aspera L.",10.38782,42.802856,564.189583547756,2005
1011,"Smilax aspera L.",10.36415,42.76859,564.189583547756,2005
1012,"Posidonia oceanica (L.) Delile",10.901329,42.356387,1784.12411615277,1908
1013,"Posidonia oceanica (L.) Delile",11.100882,42.252801,1784.12411615277,1908
1014,"Posidonia oceanica (L.) Delile",9.818082,43.037775,1784.12411615277,1908
1015,"Posidonia oceanica (L.) Delile",9.898993,43.430803,1784.12411615277,1908
1016,"Posidonia oceanica (L.) Delile",10.294215,42.78222,1784.12411615277,1908
1017,"Posidonia oceanica (L.) Delile",10.310407,42.337112,1784.12411615277,1908
1018,"Posidonia oceanica (L.) Delile",10.075458,42.580947,1784.12411615277,1908
1019,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.635133,43.31098,564.189583547756,2017
1020,"Smilax aspera L.",10.3127288765972,43.8073034572686,1784.12411615277,2006
1021,"Spiranthes spiralis (L.) Chevall.",11.385143279453,43.130786176373,1784.12411615277,2009
1022,"Posidonia oceanica (L.) Delile",10.311271,43.551194,1784.12411615277,1908
1023,"Posidonia oceanica (L.) Delile",11.145667,42.411119,1784.12411615277,1908
1024,"Smilax aspera L.",10.601057,43.305143,564.189583547756,2017
1025,"Eclipta prostrata (L.) L.",10.3988170623779,43.7163411977191,1784.12411615277,2007
1026,"Dittrichia graveolens (L.) Greuter",11.145667,42.411119,1784.12411615277,1882
1027,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1871
1028,"Dittrichia graveolens (L.) Greuter",11.145667,42.411119,1784.12411615277,1884
1029,"Dittrichia graveolens (L.) Greuter",11.145667,42.411119,1784.12411615277,1902
1030,"Dittrichia graveolens (L.) Greuter",11.145667,42.411119,1784.12411615277,1911
1031,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1872
1032,"Leersia oryzoides (L.) Sw.",11.847689,43.628598,1784.12411615277,2004
1033,"Leersia oryzoides (L.) Sw.",11.852397,43.268292,1784.12411615277,2004
1034,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1883
1035,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1884
1036,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1897
1037,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1902
1038,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1911
1039,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1916
1040,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1966
1041,"Smilax aspera L.",10.2763967524515,43.8171348475014,1784.12411615277,2006
1042,"Smilax aspera L.",10.2849798212992,43.808216056851,564.189583547756,2006
1043,"Arbutus unedo L.",10.2849798212992,43.808216056851,564.189583547756,2006
1044,"Delairea odorata Lem.",11.145667,42.411119,1784.12411615277,1992
1045,"Arbutus unedo L.",10.56772,43.316074,564.189583547756,2017
1046,"Solanum chenopodioides Lam.",11.23397,43.87897,3989.42280401433,2016
1047,"Solanum chenopodioides Lam.",11.164831,44.001953,3989.42280401433,2016
1048,"Solanum chenopodioides Lam.",11.149001,43.924799,3989.42280401433,2016
1049,"Solanum chenopodioides Lam.",11.157338,43.96659,3989.42280401433,2016
1050,"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1871
1051,"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1882
1052,"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1894
1053,"Euphorbia dendroides L.",11.2930145859718,42.4073732938215,564.189583547756,2017
1054,"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1897
1055,"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1902
1056,"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1989
1057,"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1991
1058,"Triglochin laxiflora Guss.",11.35,42.433333,1784.12411615277,1908
1059,"Triglochin laxiflora Guss.",9.840405,43.044186,1784.12411615277,1908
1060,"Triglochin laxiflora Guss.",9.83688,43.03494,1784.12411615277,1908
1061,"Triglochin laxiflora Guss.",9.810108,43.040637,1784.12411615277,1908
1062,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.56772,43.316074,564.189583547756,2017
1063,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1843
1064,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1871
1065,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1872
1066,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1885
1067,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1902
1068,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1902
1069,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1908
1070,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1911
1071,"Artemisia verlotiorum Lamotte",11.81156873703,43.0086955203137,1784.12411615277,2016
1072,"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1992
1073,"Charybdis maritima (L.) Speta",11.145667,42.411119,1784.12411615277,1993
1074,"Smilax aspera L.",10.285994,43.818608,564.189583547756,2006
1075,"Smilax aspera L.",10.279139,43.819205,564.189583547756,2006
1076,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.145667,42.411119,1784.12411615277,1883
1077,"Arbutus unedo L.",10.1013493537903,44.0888180197075,1784.12411615277,2017
1078,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.203547,42.405138,564.189583547756,1993
1079,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.145667,42.411119,1784.12411615277,1989
1080,"Smilax aspera L.",10.2795724879252,43.8160985193583,1784.12411615277,2006
1081,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.81156873703,43.0086955203137,1784.12411615277,2016
1082,"Arabidopsis thaliana (L.) Heynh.",9.818082,43.037775,1784.12411615277,1908
1083,"Arabidopsis thaliana (L.) Heynh.",10.901329,42.356387,1784.12411615277,1908
1084,"Ranunculus bullatus L.",10.075458,42.580947,1784.12411615277,1908
1085,"Spiranthes spiralis (L.) Chevall.",10.2967529,43.9542618,564.189583547756,2017
1086,"Arbutus unedo L.",10.1288393139839,44.0283172148556,1784.12411615277,2017
1087,"Smilax aspera L.",10.56772,43.316074,564.189583547756,2017
1088,"Smilax aspera L.",10.322591,43.595669,1784.12411615277,1984
1089,"Ceratonia siliqua L.",10.075458,42.580947,1784.12411615277,1908
1090,"Posidonia oceanica (L.) Delile",11.145667,42.411119,1784.12411615277,1873
1091,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.6228619813919,42.9593277331162,564.189583547756,2017
1092,"Posidonia oceanica (L.) Delile",11.145667,42.411119,1784.12411615277,1886
1093,"Posidonia oceanica (L.) Delile",11.145667,42.411119,1784.12411615277,1993
1094,"Solanum chenopodioides Lam.",11.201621,43.878069,3989.42280401433,2016
1095,"Hieracium sabaudum L.",11.26268,43.88151,1784.12411615277,2016
1096,"Dittrichia graveolens (L.) Greuter",10.089707,44.046207,3989.42280401433,1942
1097,"Dittrichia graveolens (L.) Greuter",10.901329,42.356387,1784.12411615277,1908
1098,"Dittrichia graveolens (L.) Greuter",10.386087,43.714258,1784.12411615277,1860
1099,"Artemisia verlotiorum Lamotte",11.201621,43.878069,3989.42280401433,2016
1100,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.0375556945801,44.0412058979226,1784.12411615277,1942
1101,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.195947,44.289526,1784.12411615277,1942
1102,"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.898993,43.430803,1784.12411615277,1860
1103,"Artemisia verlotiorum Lamotte",11.157338,43.96659,3989.42280401433,2016
1104,"Artemisia verlotiorum Lamotte",11.149001,43.924799,3989.42280401433,2016
1105,"Artemisia verlotiorum Lamotte",11.164831,44.001953,3989.42280401433,2016
1106,"Artemisia verlotiorum Lamotte",11.168726,43.894235,3989.42280401433,2016
1107,"Pulicaria vulgaris Gaertn.",11.145667,42.411119,1784.12411615277,1993
1108,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.075458,42.580947,3989.42280401433,1908
1109,"Smilax aspera L.",10.3518161794636,43.6251785135266,564.189583547756,1984
1110,"Arbutus unedo L.",10.310407,42.337112,1784.12411615277,1902
1111,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,1856
1112,"Euphorbia dendroides L.",11.145667,42.411119,1784.12411615277,1992
1113,"Smilax aspera L.",11.062,42.65205,1784.12411615277,2017
1114,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,1886
1115,"Pulicaria vulgaris Gaertn.",11.255868,43.783279,1784.12411615277,1860
1116,"Pulicaria vulgaris Gaertn.",11.0759353637695,43.8062876085901,1784.12411615277,1860
1117,"Artemisia verlotiorum Lamotte",11.632204,43.558547,1784.12411615277,2004
1118,"Artemisia verlotiorum Lamotte",11.088667,43.702059,1784.12411615277,2009
1119,"Artemisia verlotiorum Lamotte",11.164043,43.623441,1784.12411615277,2009
1120,"Artemisia verlotiorum Lamotte",11.809319,43.694041,1784.12411615277,2004
1121,"Artemisia verlotiorum Lamotte",11.92493,43.34398,1784.12411615277,2004
1122,"Artemisia verlotiorum Lamotte",11.133606,43.6832,1784.12411615277,2009
1123,"Artemisia verlotiorum Lamotte",12.111849,43.568853,1784.12411615277,2004
1124,"Artemisia verlotiorum Lamotte",11.094046,43.085071,1784.12411615277,2012
1125,"Artemisia verlotiorum Lamotte",11.736244,43.501921,1784.12411615277,1997
1126,"Artemisia verlotiorum Lamotte",11.653773,43.5113,1784.12411615277,1997
1127,"Arabidopsis thaliana (L.) Heynh.",10.300732,42.334395,564.189583547756,1964
1128,"Arabidopsis thaliana (L.) Heynh.",10.300381,42.337243,564.189583547756,1965
1129,"Arabidopsis thaliana (L.) Heynh.",10.300732,42.334395,564.189583547756,1965
1130,"Arabidopsis thaliana (L.) Heynh.",10.301133,42.329475,564.189583547756,1974
1131,"Arabidopsis thaliana (L.) Heynh.",10.300381,42.337243,564.189583547756,1965
1132,"Arabidopsis thaliana (L.) Heynh.",10.300381,42.337243,564.189583547756,1965
1133,"Arabidopsis thaliana (L.) Heynh.",10.294157,42.334467,564.189583547756,1964
1134,"Arabidopsis thaliana (L.) Heynh.",10.302202,42.342694,564.189583547756,1965
1135,"Arabidopsis thaliana (L.) Heynh.",10.315546,42.329557,564.189583547756,1965
1136,"Arabidopsis thaliana (L.) Heynh.",10.302202,42.342694,564.189583547756,1957
1137,"Arabidopsis thaliana (L.) Heynh.",10.315546,42.329557,564.189583547756,1965
1138,"Arabidopsis thaliana (L.) Heynh.",10.315546,42.329557,564.189583547756,1974
1139,"Arabidopsis thaliana (L.) Heynh.",10.302202,42.342694,564.189583547756,1965
1140,"Arabidopsis thaliana (L.) Heynh.",10.294157,42.334467,564.189583547756,1965
1141,"Arabidopsis thaliana (L.) Heynh.",10.291765,42.333893,564.189583547756,1974
1142,"Arabidopsis thaliana (L.) Heynh.",10.296201,42.33362,564.189583547756,1957
1143,"Arabidopsis thaliana (L.) Heynh.",10.314767,42.333163,564.189583547756,1965
1144,"Arabidopsis thaliana (L.) Heynh.",10.296201,42.33362,564.189583547756,1965
1145,"Arabidopsis thaliana (L.) Heynh.",10.293183,42.339395,564.189583547756,1965
1146,"Arabidopsis thaliana (L.) Heynh.",10.296201,42.33362,564.189583547756,1974
1147,"Arabidopsis thaliana (L.) Heynh.",10.294157,42.334467,564.189583547756,1965
1148,"Arabidopsis thaliana (L.) Heynh.",10.294157,42.334467,564.189583547756,1965
1149,"Arabidopsis thaliana (L.) Heynh.",10.296201,42.33362,564.189583547756,1974
1150,"Arabidopsis thaliana (L.) Heynh.",10.306356,42.348231,564.189583547756,1974
1151,"Arabidopsis thaliana (L.) Heynh.",10.300381,42.337243,1784.12411615277,1898
1152,"Arabidopsis thaliana (L.) Heynh.",10.297773,42.346867,564.189583547756,1974
1153,"Arabidopsis thaliana (L.) Heynh.",10.302202,42.342694,564.189583547756,1965
1154,"Arabidopsis thaliana (L.) Heynh.",10.293374,42.328843,564.189583547756,1974
1155,"Arabidopsis thaliana (L.) Heynh.",10.294157,42.334467,564.189583547756,1964
1156,"Salicornia perennans Willd. subsp. perennans",11.145667,42.411119,1784.12411615277,1995
1157,"Oxalis pes-caprae L.",10.1182472705841,44.049673416637,1784.12411615277,2018
1158,"Oxalis pes-caprae L.",10.1150071620941,44.0520330012738,1784.12411615277,2018
1159,"Euphorbia dendroides L.",11.122907,42.38893,1784.12411615277,1993
1160,"Calluna vulgaris (L.) Hull",10.180278,44.019122,1784.12411615277,1983
1161,"Calluna vulgaris (L.) Hull",11.076548,43.91797,1784.12411615277,1914
1162,"Ceratonia siliqua L.",10.294157,42.334467,564.189583547756,1902
1163,"Ceratonia siliqua L.",10.296201,42.33362,564.189583547756,1957
1164,"Ceratonia siliqua L.",10.296201,42.33362,564.189583547756,1957
1165,"Ceratonia siliqua L.",10.294157,42.334467,564.189583547756,1964
1166,"Arabidopsis thaliana (L.) Heynh.",11.23397,43.87897,3989.42280401433,2016
1167,"Arabidopsis thaliana (L.) Heynh.",11.168726,43.894235,3989.42280401433,2016
1168,"Arabidopsis thaliana (L.) Heynh.",11.149001,43.924799,3989.42280401433,2016
1169,"Artemisia verlotiorum Lamotte",11.209474,43.552467,1784.12411615277,2009
1170,"Arbutus unedo L.",10.640761,43.106107,564.189583547756,2018
1171,"Oxalis pes-caprae L.",10.1195087259548,44.0393918531135,1784.12411615277,2018
1172,"Tradescantia fluminensis Vell.",10.530856,43.927789,1784.12411615277,2017
1173,"Tradescantia fluminensis Vell.",10.535012,43.924986,1784.12411615277,2017
1174,"Tradescantia fluminensis Vell.",10.571959,43.912026,1784.12411615277,2017
1175,"Tradescantia fluminensis Vell.",10.591116,43.911277,1784.12411615277,2017
1176,"Tradescantia fluminensis Vell.",10.608016,43.905383,1784.12411615277,2017
1177,"Arabidopsis thaliana (L.) Heynh.",10.697091,44.016423,1784.12411615277,2012
1178,"Xanthoselinum venetum (Spreng.) Soldano & Banfi",11.149001,43.924799,1784.12411615277,2016
1179,"Xanthoselinum venetum (Spreng.) Soldano & Banfi",11.157338,43.96659,1784.12411615277,2016
1180,"Solanum chenopodioides Lam.",10.494577,44.084979,1784.12411615277,2017
1181,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.294157,42.334467,1784.12411615277,1898
1182,"Solanum chenopodioides Lam.",10.434912,44.06198,1784.12411615277,2017
1183,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.294157,42.334467,1784.12411615277,1902
1184,"Solanum chenopodioides Lam.",10.410868,44.054282,1784.12411615277,2017
1185,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.294157,42.334467,1784.12411615277,1964
1186,"Solanum chenopodioides Lam.",10.528482,43.935922,1784.12411615277,2017
1187,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.315546,42.329557,1784.12411615277,1964
1188,"Solanum chenopodioides Lam.",10.537494,43.935501,1784.12411615277,2017
1189,"Solanum chenopodioides Lam.",10.54381,43.937872,1784.12411615277,2017
1190,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.315546,42.329557,1784.12411615277,1964
1191,"Solanum chenopodioides Lam.",10.530856,43.927789,1784.12411615277,2017
1192,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.294157,42.334467,1784.12411615277,1964
1193,"Solanum chenopodioides Lam.",10.553614,43.903527,1784.12411615277,2017
1194,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.294157,42.334467,1784.12411615277,1964
1195,"Solanum chenopodioides Lam.",10.557472,43.910995,1784.12411615277,2017
1196,"Solanum chenopodioides Lam.",10.571959,43.912026,1784.12411615277,2017
1197,"Solanum chenopodioides Lam.",10.591116,43.911277,1784.12411615277,2017
1198,"Dittrichia graveolens (L.) Greuter",10.294157,42.334467,1784.12411615277,1964
1199,"Dittrichia graveolens (L.) Greuter",10.296201,42.33362,1784.12411615277,1964
1200,"Artemisia verlotiorum Lamotte",10.26775615,43.78526557,564.189583547756,2006
1201,"Calluna vulgaris (L.) Hull",10.697289938764,44.012978576287,1784.12411615277,2012
1202,"Smilax aspera L.",10.27270751,43.81737836,564.189583547756,2006
1203,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1843
1204,"Smilax aspera L.",10.2699825695622,43.8167088041294,1784.12411615277,2007
1205,"Solanum chenopodioides Lam.",11.103552,43.942612,1784.12411615277,2013
1206,"Spiranthes spiralis (L.) Chevall.",11.103552,43.942612,1784.12411615277,2013
1207,"Calluna vulgaris (L.) Hull",10.37752,44.200618,1784.12411615277,1978
1208,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.27578389,43.78429723,564.189583547756,2006
1209,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.2748049822042,43.7531910803958,1784.12411615277,2014
1210,"Artemisia verlotiorum Lamotte",10.9259010757698,43.716109497693,564.189583547756,2018
1211,"Salicornia perennans Willd. subsp. perennans",10.2748049822042,43.7531910803958,1784.12411615277,2014
1212,"Artemisia verlotiorum Lamotte",10.9287383796965,43.7162709357922,564.189583547756,2018
1213,"Artemisia verlotiorum Lamotte",10.9322147996602,43.7187952560186,564.189583547756,2018
1214,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1871
1215,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1885
1216,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1886
1217,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1902
1218,"Tradescantia fluminensis Vell.",10.5205308759146,43.7149418618747,1784.12411615277,2018
1219,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,1860
1220,"Arbutus unedo L.",10.901329,42.356387,1784.12411615277,1908
1221,"Arbutus unedo L.",11.393961,43.169862,1784.12411615277,1860
1222,"Calluna vulgaris (L.) Hull",10.254348,44.235997,564.189583547756,2005
1223,"Calluna vulgaris (L.) Hull",10.489068,44.176323,564.189583547756,2005
1224,"Dysphania ambrosioides (L.) Mosyakin & Clemants",11.076548,43.91797,1784.12411615277,2002
1225,"Colchicum longifolium Castagne",10.428853,43.431197,1784.12411615277,2011
1226,"Arbutus unedo L.",10.421,42.8492,564.189583547756,2005
1227,"Arbutus unedo L.",11.17162,42.90406,3989.42280401433,1996
1228,"Arbutus unedo L.",10.36415,42.76859,564.189583547756,2005
1229,"Arbutus unedo L.",10.17695,42.791258,564.189583547756,2005
1230,"Arbutus unedo L.",10.265939,42.825745,564.189583547756,2005
1231,"Arbutus unedo L.",10.416611,42.802859,564.189583547756,2005
1232,"Arbutus unedo L.",10.16749,42.78568,564.189583547756,2005
1233,"Arbutus unedo L.",10.19068,42.764939,564.189583547756,2005
1234,"Arbutus unedo L.",10.22025,42.77975,564.189583547756,2005
1235,"Arbutus unedo L.",10.17836,42.76973,564.189583547756,2005
1236,"Arbutus unedo L.",10.198809,42.76429,564.189583547756,2005
1237,"Arbutus unedo L.",10.18536,42.78852,564.189583547756,2005
1238,"Arbutus unedo L.",10.30403,42.77931,564.189583547756,2005
1239,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.401547,42.717182,564.189583547756,2005
1240,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.41617,42.80109,564.189583547756,2005
1241,"Hieracium sabaudum L.",11.070076,43.930648,1784.12411615277,2002
1242,"Dittrichia graveolens (L.) Greuter",11.076548,43.91797,1784.12411615277,2002
1243,"Smilax aspera L.",10.27471,42.80044,564.189583547756,2005
1244,"Smilax aspera L.",10.41183,42.86061,564.189583547756,2005
1245,"Smilax aspera L.",10.421,42.8492,564.189583547756,2005
1246,"Smilax aspera L.",10.30901,42.78044,564.189583547756,2005
1247,"Smilax aspera L.",10.367715,42.76971,564.189583547756,2005
1248,"Smilax aspera L.",10.18859,42.78682,564.189583547756,2005
1249,"Oxalis pes-caprae L.",10.9254290118715,43.8103306102563,1784.12411615277,2013
1250,"Artemisia verlotiorum Lamotte",10.9165347264492,43.72967278014,564.189583547756,2018
1251,"Artemisia verlotiorum Lamotte",10.9195388005459,43.728866488071,564.189583547756,2018
1252,"Artemisia verlotiorum Lamotte",10.9232295201504,43.7279981613966,564.189583547756,2018
1253,"Artemisia verlotiorum Lamotte",10.9258044408047,43.7266956477824,564.189583547756,2018
1254,"Artemisia verlotiorum Lamotte",10.9493107493071,43.7252464700111,564.189583547756,2018
1255,"Artemisia verlotiorum Lamotte",10.928207700082,43.725951341572,564.189583547756,2018
1256,"Artemisia verlotiorum Lamotte",10.93001014454,43.7250829726376,564.189583547756,2018
1257,"Artemisia verlotiorum Lamotte",10.9324992345058,43.7237183674506,564.189583547756,2018
1258,"Artemisia verlotiorum Lamotte",10.9361899541103,43.7225398197736,564.189583547756,2018
1259,"Artemisia verlotiorum Lamotte",10.9392738996779,43.7220435822366,564.189583547756,2018
1260,"Artemisia verlotiorum Lamotte",10.9414625822341,43.7218885071633,564.189583547756,2018
1261,"Artemisia verlotiorum Lamotte",10.9661327202425,43.7177081534075,564.189583547756,2018
1262,"Artemisia verlotiorum Lamotte",10.9436512647902,43.722508805048,564.189583547756,2018
1263,"Artemisia verlotiorum Lamotte",10.9458399473464,43.723439239833,564.189583547756,2018
1264,"Artemisia verlotiorum Lamotte",10.9473795588164,43.7241920079741,564.189583547756,2018
1265,"Artemisia verlotiorum Lamotte",10.9508557016997,43.7264559771387,564.189583547756,2018
1266,"Artemisia verlotiorum Lamotte",10.952186077371,43.7275724235806,564.189583547756,2018
1267,"Artemisia verlotiorum Lamotte",10.9539897704076,43.7294021102517,564.189583547756,2018
1268,"Artemisia verlotiorum Lamotte",10.9564788603734,43.7309836587769,564.189583547756,2018
1269,"Artemisia verlotiorum Lamotte",10.9591396117162,43.732100020827,564.189583547756,2018
1270,"Artemisia verlotiorum Lamotte",10.9618251091242,43.7332322229725,564.189583547756,2018
1271,"Artemisia verlotiorum Lamotte",10.965280578414,43.7345736383314,564.189583547756,2018
